hhid,today,coffee_farm_manager,survey_agreed,woredaname,kebele_def,farm_owner,coop_f,coop_m,edu_wh,edu_hw,gpslatitude_deidentified,gpslongitude_deidentified,farm_area_total,coffeefarm_area_total,num_coffee_fields,ao_ls_7,washed_arabica_production,trainings3,income_from_coffee_mod,coffeetrees
5300219,21-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7050281,38.496201,3,2.5,5,3,1000,1,100%,6250
5300220,10-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7102452,38.493908,2,1.5,1,0,,1,100%,3750
5300221,28-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.705268,38.499489,3.5,2,4,0,500,1,>50%,5000
5300223,19-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,No Education,No Education,5.7065712,38.493023,4.5,4,4,2,2000,1,100%,10000
5300224,19-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7055932,38.49844,2,2,1,0,,1,100%,5000
5300225,10-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7097016,38.490868,0.5,0.5,1,0,100,1,>50%,1250
5300226,21-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7168151,38.523972,1,1,1,0,500,1,100%,2500
5300228,30-Jun-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7034827,38.499199,4,3.5,5,0,800,1,100%,8750
5300229,29-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7044802,38.499772,2,1.5,4,0,400,1,50%,3750
5300230,10-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7087827,38.49281,2,1.5,2,0,300,1,100%,3750
5300232,25-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.707459,38.491246,1,1,2,0,380,1,100%,2500
5300234,30-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7084442,38.491265,1,1,1,0,400,1,100%,2500
5300236,21-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7034317,38.493653,3,3,2,0,1000,0,100%,7500
5300238,25-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7107721,38.490754,3.5,2.5,2,0,400,0,>50%,6250
5300240,19-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,Basic informal education,High School - Grade 9-10,5.7061196,38.494801,3,2.5,1,0,2000,1,100%,6250
5300242,21-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7163692,38.523434,1.5,1.5,1,0,750,1,100%,3750
5300244,26-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7124592,38.525021,3,2,2,0,300,0,100%,5000
5300246,21-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.703528,38.494855,1,1,1,0,500,1,100%,2500
5300250,25-May-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7054401,38.514512,1.5,1.5,2,0,200,0,100%,3750
5300301,13-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Man (husband),No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7149611,38.509495,2,2,2,1,0,1,100%,5000
5300302,24-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7120057,38.503796,1.5,1,2,0,500,1,100%,2500
5300303,13-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7115026,38.509228,4,3.5,2,2,,1,100%,8750
5300304,20-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,No Education,Junior Secondary - Grade 7-8,5.7119189,38.503766,1.5,1,2,0,,1,100%,2500
5300305,28-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Basic informal education,Basic informal education,5.7117811,38.504479,1.5,1,1,0,380,1,100%,2500
5300309,08-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7190595,38.500027,1,0.5,1,0,200,1,25%,1250
5300310,24-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7118049,38.503327,1.5,1,2,0,,1,100%,2500
5300311,22-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7147823,38.507969,0.5,0.5,1,0,350,1,>50%,1250
5300314,20-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,No Education,No Education,5.7123113,38.504052,2,1.5,2,2,450,1,>50%,3750
5300315,13-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,,No Education,,5.7134414,38.506791,3,2.2,3,4,,1,100%,5500
5300318,29-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7123705,38.500805,1,1,1,0,350,1,100%,2500
5300319,06-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7140308,38.498341,1.5,1,2,0,380,1,100%,2500
5300321,20-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,Basic informal education,Elementary - Grade 1-6,5.7114015,38.503811,3,2.5,2,0,1000,1,>50%,6250
5300322,06-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7150765,38.509347,0.5,0.5,1,0,300,1,100%,1250
5300323,28-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Basic informal education,5.7140394,38.510495,1,1,1,0,150,1,100%,2500
5300325,29-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7183729,38.503666,2,1.5,2,0,650,1,100%,3750
5300326,24-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.712031,38.5024,0.5,0.5,2,0,100,1,<25%,1250
5300327,24-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7149301,38.510365,2,1,1,1,,1,>25% and <50%,2500
5300332,24-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,Yes,No,No Education,Junior Secondary - Grade 7-8,5.7129002,38.502431,2,1.5,2,0,,1,100%,3750
5300333,22-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7128154,38.505414,1.5,1,1,0,400,1,>50%,2500
5300334,07-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7133709,38.506356,4,3.5,3,5,300,1,>50%,8750
5300335,13-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.7141143,38.506955,1.5,1,1,1,,1,>50%,2500
5300336,24-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Basic informal education,,,0.5,0.5,1,0,70,1,100%,1250
5300338,07-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Basic informal education,5.7116223,38.504922,3,2.5,2,0,750,1,>50%,6250
5300339,24-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7128778,38.50245,1.5,1.5,1,0,,0,100%,3750
5300340,14-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7120195,38.500115,1,1,1,0,550,1,100%,2500
5300341,14-Jul-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,Yes,No,No Education,No Education,5.7121573,38.502408,3,3,2,0,450,1,100%,7500
5300401,19-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Basic informal education,5.7083188,38.485394,2,2,2,0,500,1,100%,5000
5300402,30-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7102161,38.48848,4,3.5,2,0,,1,>50%,8750
5300404,27-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7170501,38.524891,2.5,2.5,3,0,380,1,100%,6250
5300405,30-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7069836,38.489487,3,2.5,3,4,,1,50%,6250
5300406,10-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7034546,38.482102,3.5,3,2,0,700,1,100%,7500
5300407,14-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,No Education,Elementary - Grade 1-6,5.7059985,38.486931,1,1,1,0,200,1,100%,2500
5300408,14-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,No Education,5.7073808,38.487462,1.5,1.5,1,1,500,1,100%,3750
5300409,18-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,Elementary - Grade 1-6,5.7066918,38.490685,4.5,4,2,0,1500,1,>50%,10000
5300410,11-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,Junior Secondary - Grade 7-8,5.7053447,38.492245,3,2.5,2,0,,1,100%,6250
5300414,10-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7037769,38.481717,3,2.5,2,0,700,1,100%,6250
5300415,05-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Man (husband),No,Yes,No Education,Elementary - Grade 1-6,5.7053843,38.487649,3,3,3,0,,1,100%,7500
5300416,11-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,No Education,5.7040511,38.495316,2.5,2,3,2,,1,100%,5000
5300417,27-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7035499,38.489052,1.5,1.5,2,0,300,1,100%,3750
5300418,16-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,No Education,5.7055445,38.488667,3,2.5,3,2,,1,>50%,6250
5300419,04-Mar-20,Joint with other family members,Yes,Kercha,Egu Abeyi,Jointly with other family members,No,,No Education,,5.7037225,38.488965,1,1,1,0,100,1,>50%,2500
5300420,19-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7053557,38.489087,3,3,6,4,,1,>50%,7500
5300422,11-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7103973,38.481934,3,2.5,3,0,1000,1,100%,6250
5300423,27-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7076875,38.485653,3,3,2,0,600,1,100%,7500
5300425,03-Jul-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7172356,38.484795,4,4,2,4,1500,1,100%,10000
5300426,30-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.707387,38.48827,1,1,1,0,200,1,>50%,2500
5300427,19-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7059804,38.489354,1,1,1,1,700,1,>50%,2500
5300429,03-Jul-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7074004,38.485844,1,1,1,0,600,1,100%,2500
5300430,03-Jul-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7072926,38.488759,1,1,1,0,600,1,100%,2500
5300432,14-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.705906,38.487439,2,1.5,2,0,,1,100%,3750
5300433,27-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7170969,38.519616,4,3,2,2,700,1,>50%,7500
5300434,27-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7099615,38.485913,2.5,2,2,0,380,1,100%,5000
5300435,19-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7064348,38.488404,1,1,1,0,300,0,100%,2500
5300440,19-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7051011,38.490906,1.5,1.5,2,0,600,1,100%,3750
5300442,19-May-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7054334,38.491273,4.5,4,4,2,2500,1,>50%,10000
5300501,02-Apr-20,Woman (wife),Yes,Kercha,Egu Abeyi,Woman (wife),Yes,,Basic informal education,,5.6997,38.513764,1.5,1.5,3,1,,1,100%,3750
5300502,02-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7017747,38.51286,1,1,2,1,200,1,100%,2500
5300503,22-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Woman (wife),No,No,No Education,Basic informal education,5.7016316,38.515351,0.5,0.5,1,0,200,1,>50%,1250
5300504,02-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7003742,38.513012,1,1,2,0,200,1,100%,2500
5300505,22-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.701933,38.515378,1,1,2,0,300,1,>50%,2500
5300507,02-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7003632,38.513489,0.5,0.5,1,0,180,1,>50%,1250
5300516,25-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7023779,38.513104,1,1,1,0,550,1,100%,2500
5300517,25-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7026087,38.518857,1,1,1,0,600,1,100%,2500
5300519,25-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7123652,38.521794,1.5,1,2,0,300,1,100%,2500
5300520,22-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7020388,38.51521,3.5,3,3,0,600,1,100%,7500
5300521,26-Jun-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,,No Education,,5.7250634,38.486916,1,1,1,0,800,1,100%,2500
5300522,25-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.6988407,38.514573,1.5,1.5,1,1,300,1,100%,3750
5300523,25-Jun-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7145167,38.523991,2,1.5,2,0,350,1,100%,3750
5300524,25-Jun-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.6995331,38.514878,2,2,3,0,400,1,>50%,5000
5300601,31-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Basic informal education,Elementary - Grade 1-6,5.7098413,38.517956,3,2,1,3,200,1,>50%,5000
5300602,28-Feb-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7135349,38.514752,4.5,4,3,0,0,1,100%,10000
5300603,21-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7125083,38.516041,1,1,1,0,,1,100%,2500
5300604,04-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,Basic informal education,5.7058669,38.517479,2,2,5,1,300,1,100%,5000
5300605,05-Mar-20,Woman (wife),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,No Education,5.7051092,38.517655,1.5,1.5,3,0,200,1,>50%,3750
5300606,03-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,No Education,5.7059613,38.51706,1,1,3,0,300,1,100%,2500
5300607,04-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7126141,38.515027,2,2,4,3,,1,100%,5000
5300608,30-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7126909,38.517655,3,2.5,1,2,230,1,>50%,6250
5300609,31-Mar-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7113596,38.518162,0.5,0.5,1,0,150,1,<25%,1250
5300610,28-Feb-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7116323,38.515591,0.25,0.25,1,0,,1,100%,625
5300611,29-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7196594,38.50343,2,1,3,5,350,1,>50%,2500
5300612,04-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,High School - Grade 9-10,5.7141333,38.515999,3,2.5,2,1,1000,1,100%,6250
5300613,04-Mar-20,Man (husband),Yes,Kercha,Egu Abeyi,Man (husband),No,No,No Education,No Education,5.7068301,38.515908,2.5,2.5,1,0,2000,1,50%,6250
5300614,28-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,National exam + 1 year vocational - Grade 10+1,5.7200657,38.514744,4,3.5,3,0,500,1,100%,8750
5300615,10-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7120295,38.518544,1.5,1.5,1,0,200,1,100%,3750
5300616,10-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.713873,38.518151,1,1,1,0,350,1,100%,2500
5300617,13-Jul-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,No Education,5.7092014,38.51849,2,2,2,0,800,1,100%,5000
5300619,18-Apr-20,Man (husband),Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7098437,38.521081,1,1,1,0,270,1,100%,2500
5300621,10-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7130876,38.518612,2.5,2,4,1,700,1,100%,5000
5300622,21-Apr-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7127171,38.514775,1,0.5,1,0,120,1,>50%,1250
5300623,29-May-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7144032,38.50977,3.5,3,3,6,550,1,>50%,7500
5300624,18-Apr-20,Woman (wife),Yes,Kercha,Egu Abeyi,Jointly with other family members,No,No,High School - Grade 9-10,High School - Grade 9-10,5.7113934,38.519681,2,1.5,2,0,350,1,100%,3750
5300625,13-Jul-20,Both husband and wife equally,Yes,Kercha,Egu Abeyi,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7108689,38.519051,3.5,3,4,0,1000,1,100%,7500
